id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed
139,omastar,173,10,350,"rock, water","swift-swim, shell-armor, weak-armor","bind, sand-attack, headbutt, horn-attack, horn-drill, body-slam, take-down, double-edge, pin-missile, leer, bite, supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, seismic-toss, rock-throw, toxic, rage, mimic, double-team, withdraw, reflect, bide, waterfall, skull-bash, spike-cannon, constrict, rest, rock-slide, substitute, thief, snore, curse, protect, spikes, icy-wind, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, crunch, ancient-power, rock-smash, whirlpool, hail, facade, knock-off, secret-power, dive, rock-tomb, tickle, muddy-water, iron-defense, mud-shot, rock-blast, water-pulse, gyro-ball, brine, natural-gift, toxic-spikes, rock-polish, earth-power, giga-impact, rock-climb, stone-edge, captivate, stealth-rock, smack-down, round, scald, shell-smash, confide, liquidation, meteor-beam",70,60,125,115,70,55
140,kabuto,71,5,115,"rock, water","swift-swim, battle-armor, weak-armor","scratch, sand-attack, headbutt, body-slam, take-down, double-edge, leer, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, absorb, mega-drain, rock-throw, dig, toxic, rage, mimic, screech, double-team, harden, confuse-ray, reflect, bide, waterfall, leech-life, rest, rock-slide, slash, substitute, thief, snore, curse, flail, protect, mud-slap, foresight, icy-wind, sandstorm, giga-drain, endure, rollout, swagger, attract, sleep-talk, return, frustration, rapid-spin, hidden-power, rain-dance, ancient-power, rock-smash, whirlpool, hail, facade, knock-off, secret-power, rock-tomb, metal-sound, aerial-ace, iron-defense, mud-shot, rock-blast, water-pulse, brine, natural-gift, wring-out, rock-polish, earth-power, stone-edge, captivate, stealth-rock, aqua-jet, hone-claws, smack-down, round, scald, confide, liquidation, meteor-beam",30,80,90,55,45,55
141,kabutops,173,13,405,"rock, water","swift-swim, battle-armor, weak-armor","scratch, razor-wind, swords-dance, cut, mega-kick, sand-attack, headbutt, body-slam, take-down, double-edge, leer, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, low-kick, seismic-toss, absorb, mega-drain, rock-throw, dig, toxic, rage, mimic, screech, double-team, harden, confuse-ray, reflect, bide, waterfall, skull-bash, leech-life, rest, rock-slide, slash, substitute, thief, snore, curse, protect, mud-slap, icy-wind, sandstorm, giga-drain, endure, rollout, swagger, fury-cutter, attract, sleep-talk, return, frustration, hidden-power, rain-dance, ancient-power, rock-smash, whirlpool, hail, facade, nature-power, superpower, brick-break, knock-off, secret-power, dive, rock-tomb, metal-sound, aerial-ace, iron-defense, mud-shot, rock-blast, water-pulse, brine, natural-gift, feint, wring-out, rock-polish, night-slash, aqua-tail, x-scissor, earth-power, giga-impact, psycho-cut, rock-climb, cross-poison, stone-edge, captivate, stealth-rock, aqua-jet, hone-claws, smack-down, round, scald, razor-shell, confide, liquidation, meteor-beam, flip-turn",60,115,105,65,70,80
142,aerodactyl,180,18,590,"rock, flying","rock-head, pressure, unnerve","razor-wind, wing-attack, whirlwind, fly, headbutt, take-down, double-edge, bite, roar, supersonic, flamethrower, hyper-beam, strength, dragon-rage, rock-throw, earthquake, toxic, agility, rage, mimic, double-team, reflect, bide, fire-blast, swift, sky-attack, rest, rock-slide, substitute, thief, snore, curse, protect, scary-face, foresight, detect, sandstorm, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, dragon-breath, pursuit, iron-tail, hidden-power, twister, rain-dance, sunny-day, crunch, ancient-power, rock-smash, heat-wave, torment, facade, taunt, secret-power, air-cutter, rock-tomb, aerial-ace, dragon-claw, dragon-dance, rock-blast, roost, natural-gift, tailwind, payback, assurance, rock-polish, aqua-tail, dragon-pulse, earth-power, giga-impact, thunder-fang, ice-fang, fire-fang, defog, iron-head, stone-edge, captivate, stealth-rock, ominous-wind, hone-claws, wide-guard, smack-down, round, sky-drop, incinerate, bulldoze, hurricane, confide, laser-focus, brutal-swing, psychic-fangs, meteor-beam, dual-wingbeat",80,105,65,60,75,130
143,snorlax,189,21,4600,normal,"immunity, thick-fat, gluttony","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, whirlwind, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, bite, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder, earthquake, fissure, dig, toxic, psychic, rage, mimic, screech, double-team, harden, defense-curl, reflect, bide, metronome, self-destruct, lick, fire-blast, skull-bash, amnesia, psywave, rest, rock-slide, substitute, snore, curse, flail, protect, belly-drum, mud-slap, zap-cannon, icy-wind, outrage, sandstorm, endure, charm, rollout, swagger, attract, sleep-talk, return, frustration, dynamic-punch, encore, pursuit, hidden-power, rain-dance, sunny-day, crunch, psych-up, shadow-ball, rock-smash, whirlpool, uproar, stockpile, swallow, facade, focus-punch, helping-hand, superpower, recycle, brick-break, yawn, snatch, secret-power, hyper-voice, rock-tomb, block, covet, shock-wave, water-pulse, hammer-arm, natural-gift, fling, gastro-acid, last-resort, seed-bomb, focus-blast, giga-impact, zen-headbutt, rock-climb, gunk-shot, iron-head, captivate, smack-down, heavy-slam, after-you, round, chip-away, incinerate, retaliate, bulldoze, work-up, wild-charge, heat-crash, belch, confide, power-up-punch, darkest-lariat, high-horsepower, stomping-tantrum, body-press, steel-roller, terrain-pulse, tera-blast, trailblaze, chilling-water, hard-press, supercell-slam",160,110,65,65,110,30
144,articuno,261,17,554,"ice, flying","pressure, snow-cloak","razor-wind, gust, whirlwind, fly, headbutt, take-down, double-edge, leer, roar, mist, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, peck, toxic, agility, rage, mimic, double-team, light-screen, haze, reflect, bide, swift, sky-attack, rest, substitute, mind-reader, snore, curse, powder-snow, protect, mud-slap, icy-wind, detect, sandstorm, endure, swagger, steel-wing, sleep-talk, return, frustration, hidden-power, twister, rain-dance, sunny-day, mirror-coat, ancient-power, rock-smash, hail, facade, helping-hand, secret-power, feather-dance, weather-ball, air-cutter, signal-beam, sheer-cold, aerial-ace, icicle-spear, water-pulse, roost, natural-gift, pluck, tailwind, u-turn, air-slash, brave-bird, giga-impact, avalanche, ice-shard, defog, ominous-wind, round, sky-drop, frost-breath, hurricane, freeze-dry, confide, laser-focus, aurora-veil, triple-axel, dual-wingbeat, tera-blast, ice-spinner, snowscape",90,85,100,95,125,85
145,zapdos,261,16,526,"electric, flying","pressure, static","razor-wind, whirlwind, fly, headbutt, take-down, double-edge, leer, roar, hyper-beam, peck, drill-peck, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, agility, rage, mimic, double-team, light-screen, reflect, bide, swift, sky-attack, flash, rest, substitute, snore, curse, protect, mud-slap, zap-cannon, detect, sandstorm, endure, swagger, steel-wing, sleep-talk, return, frustration, baton-pass, hidden-power, twister, rain-dance, sunny-day, ancient-power, rock-smash, heat-wave, hail, facade, charge, helping-hand, secret-power, weather-ball, air-cutter, metal-sound, signal-beam, aerial-ace, shock-wave, roost, natural-gift, pluck, tailwind, u-turn, brave-bird, giga-impact, defog, discharge, charge-beam, ominous-wind, electro-ball, round, sky-drop, acrobatics, volt-switch, wild-charge, hurricane, confide, eerie-impulse, magnetic-flux, electric-terrain, laser-focus, rising-voltage, dual-wingbeat, tera-blast, supercell-slam",90,90,85,125,90,100
146,moltres,261,20,600,"fire, flying","pressure, flame-body","razor-wind, gust, wing-attack, whirlwind, fly, headbutt, take-down, double-edge, leer, roar, ember, flamethrower, hyper-beam, peck, solar-beam, fire-spin, toxic, agility, rage, mimic, double-team, reflect, bide, fire-blast, swift, sky-attack, rest, substitute, snore, curse, protect, mud-slap, detect, sandstorm, endure, swagger, steel-wing, sleep-talk, return, frustration, safeguard, hidden-power, twister, rain-dance, sunny-day, ancient-power, rock-smash, heat-wave, will-o-wisp, facade, helping-hand, secret-power, weather-ball, air-cutter, overheat, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, flare-blitz, air-slash, brave-bird, giga-impact, defog, ominous-wind, flame-charge, round, sky-drop, incinerate, acrobatics, hurricane, confide, mystical-fire, laser-focus, burn-up, burning-jealousy, dual-wingbeat, scorching-sands, tera-blast, temper-flare",90,100,90,125,85,90
147,dratini,60,18,33,dragon,"shed-skin, marvel-scale","bind, slam, headbutt, body-slam, wrap, take-down, double-edge, leer, supersonic, flamethrower, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, dragon-rage, fire-spin, thunderbolt, thunder-wave, thunder, toxic, agility, rage, mimic, double-team, light-screen, haze, reflect, bide, fire-blast, waterfall, swift, skull-bash, rest, substitute, snore, curse, protect, zap-cannon, icy-wind, detect, outrage, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dragon-breath, iron-tail, hidden-power, twister, rain-dance, sunny-day, extreme-speed, whirlpool, hail, facade, helping-hand, secret-power, dragon-dance, shock-wave, water-pulse, natural-gift, aqua-tail, dragon-pulse, dragon-rush, giga-impact, draco-meteor, iron-head, captivate, aqua-jet, round, incinerate, dragon-tail, confide, brutal-swing, breaking-swipe, scale-shot, tera-blast, chilling-water, dragon-cheer",41,64,45,50,50,50
148,dragonair,147,40,165,dragon,"shed-skin, marvel-scale","bind, slam, headbutt, horn-drill, body-slam, wrap, take-down, double-edge, leer, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, dragon-rage, fire-spin, thunderbolt, thunder-wave, thunder, toxic, agility, rage, mimic, double-team, light-screen, haze, reflect, bide, fire-blast, waterfall, swift, skull-bash, rest, substitute, snore, curse, protect, zap-cannon, icy-wind, detect, outrage, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dragon-breath, iron-tail, hidden-power, twister, rain-dance, sunny-day, whirlpool, hail, facade, helping-hand, secret-power, weather-ball, dragon-dance, shock-wave, water-pulse, natural-gift, aqua-tail, dragon-pulse, dragon-rush, giga-impact, draco-meteor, iron-head, captivate, round, incinerate, dragon-tail, confide, brutal-swing, breaking-swipe, scale-shot, tera-blast, chilling-water, dragon-cheer",61,84,65,70,70,70
149,dragonite,270,22,2100,"dragon, flying","inner-focus, multiscale","mega-punch, fire-punch, ice-punch, thunder-punch, razor-wind, cut, wing-attack, fly, bind, slam, mega-kick, headbutt, horn-drill, body-slam, wrap, take-down, double-edge, leer, roar, flamethrower, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, low-kick, strength, dragon-rage, fire-spin, thunderbolt, thunder-wave, thunder, earthquake, toxic, agility, rage, mimic, double-team, light-screen, haze, reflect, bide, metronome, fire-blast, waterfall, swift, skull-bash, rest, rock-slide, substitute, snore, curse, protect, scary-face, mud-slap, zap-cannon, icy-wind, detect, outrage, sandstorm, endure, swagger, fury-cutter, steel-wing, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, dragon-breath, encore, iron-tail, hidden-power, twister, rain-dance, sunny-day, extreme-speed, rock-smash, whirlpool, heat-wave, hail, facade, focus-punch, helping-hand, superpower, brick-break, secret-power, dive, weather-ball, air-cutter, rock-tomb, aerial-ace, dragon-claw, dragon-dance, shock-wave, water-pulse, roost, natural-gift, tailwind, fling, aqua-tail, air-slash, dragon-pulse, dragon-rush, focus-blast, giga-impact, defog, draco-meteor, iron-head, stone-edge, captivate, aqua-jet, ominous-wind, hone-claws, round, sky-drop, incinerate, bulldoze, dragon-tail, hurricane, confide, power-up-punch, brutal-swing, stomping-tantrum, body-press, breaking-swipe, scale-shot, dual-wingbeat, tera-blast, ice-spinner, snowscape, chilling-water, dragon-cheer",91,134,95,100,100,80
150,mewtwo,306,20,1220,psychic,"pressure, unnerve","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, flamethrower, mist, water-gun, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, submission, low-kick, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder-wave, thunder, earthquake, toxic, confusion, psychic, agility, rage, teleport, night-shade, mimic, double-team, recover, confuse-ray, barrier, light-screen, reflect, bide, metronome, self-destruct, fire-blast, swift, skull-bash, amnesia, dream-eater, flash, psywave, rest, rock-slide, tri-attack, substitute, nightmare, snore, curse, reversal, spite, protect, scary-face, mud-slap, zap-cannon, icy-wind, detect, sandstorm, endure, swagger, sleep-talk, return, frustration, safeguard, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, ancient-power, shadow-ball, future-sight, rock-smash, hail, torment, will-o-wisp, facade, focus-punch, taunt, helping-hand, trick, role-play, magic-coat, recycle, brick-break, knock-off, skill-swap, imprison, snatch, secret-power, dive, weather-ball, rock-tomb, signal-beam, aerial-ace, bulk-up, calm-mind, shock-wave, water-pulse, gravity, miracle-eye, natural-gift, embargo, fling, me-first, power-swap, guard-swap, aura-sphere, poison-jab, dark-pulse, aqua-tail, power-gem, drain-punch, focus-blast, energy-ball, earth-power, giga-impact, nasty-plot, avalanche, psycho-cut, zen-headbutt, rock-climb, trick-room, stone-edge, grass-knot, charge-beam, wonder-room, psyshock, telekinesis, magic-room, electro-ball, low-sweep, foul-play, round, stored-power, ally-switch, hex, incinerate, bulldoze, psystrike, hurricane, confide, power-up-punch, laser-focus, psychic-terrain, speed-swap, brutal-swing, stomping-tantrum, life-dew, expanding-force, lash-out, tera-blast, trailblaze, chilling-water, psychic-noise",106,110,90,154,90,130
